filename,conf,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),snr,source,class
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,61.0,69.0,19.0,22.0,0.0,boussole,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,201.0,209.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,27.137618,32.137618,19.0,22.0,0.0,bombyx,1
NLW6HEVKYRFDEBM4XIK2CU3GQTR2LB3AFX4SARP74P47CRFKFGVOS7FW6S2IEEPD.wav,1.0,241.0,249.0,19.0,22.0,0.0,bombyx,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,291.0,299.0,19.0,22.0,0.0,boussole,0
DRMNPHG52SCRUC7JMFU5O5J4D3F3BXJ5CD5CMRY.wav,1.0,116.0,124.0,19.0,22.0,0.0,boussole,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,171.0,179.0,19.0,22.0,0.0,boussole,0
AHIF64QC6ADXOZCJPQYV6I3DVBKGF7MAVVDDF3Q.wav,1.0,140.49865,145.49865,19.0,22.0,0.0,boussole,1
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,286.0,294.0,19.0,22.0,0.0,bombyx,0
QMSZDVJFAXUPSDLSCSS5WPD7E2UGNZQSAP4YWQRW3TUSFPNQXWOJPDKXC3M5THOE.wav,1.0,16.0,24.0,19.0,22.0,0.0,bombyx,0
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,290.954515,295.954515,19.0,22.0,0.0,boussole,1
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,7.887548000000001,12.887548,19.0,22.0,0.0,bombyx,1
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,265.098475,270.098475,19.0,22.0,0.0,bombyx,1
QMSZDVJFAXUPSDLSCSS5WPD7E2UGNZQSAP4YWQRW3TUSFPNQXWOJPDKXC3M5THOE.wav,1.0,26.0,34.0,19.0,22.0,0.0,bombyx,0
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,131.0,139.0,19.0,22.0,0.0,bombyx,0
3EYZFAJMAKFULB5IF2ZIWWEZS37TIRM7Y2MECKY.wav,1.0,31.0,39.0,19.0,22.0,0.0,boussole,0
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,253.609089,258.609089,19.0,22.0,0.0,boussole,1
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,236.0,244.0,19.0,22.0,0.0,bombyx,0
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,205.698313,210.698313,19.0,22.0,0.0,boussole,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,261.0,269.0,19.0,22.0,0.0,boussole,0
3DHOYUSJUJJ3N6M77LET2P66XWMDZC5BHFH4J5Q.wav,1.0,201.0,209.0,19.0,22.0,0.0,boussole,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,211.0,219.0,19.0,22.0,0.0,boussole,0
AHIF64QC6ADXOZCJPQYV6I3DVBKGF7MAVVDDF3Q.wav,1.0,0.5983040000000002,5.598304000000001,19.0,22.0,0.0,boussole,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,568.238573,573.238573,19.0,22.0,0.0,bombyx,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,226.0,234.0,19.0,22.0,0.0,boussole,0
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,287.022912,292.022912,19.0,22.0,0.0,boussole,1
3DHOYUSJUJJ3N6M77LET2P66XWMDZC5BHFH4J5Q.wav,1.0,41.0,49.0,19.0,22.0,0.0,boussole,0
CFIS4SWEGYKDP2DIFFYCA4SEOKKSYUZBFW5NOQKLNSTETW73ZPGDIXBGDMQKNBWBZSBQ.wav,1.0,36.0,44.0,19.0,22.0,0.0,bombyx,0
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,279.73449,284.73449,19.0,22.0,0.0,boussole,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,208.203454,213.203454,19.0,22.0,0.0,bombyx,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,61.158936,66.158936,19.0,22.0,0.0,bombyx,1
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,100.070026,105.070026,19.0,22.0,0.0,boussole,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,96.0,104.0,19.0,22.0,0.0,boussole,0
QQ5SYHCFPFCJB2ZVXHD4RGQ2W65CAXG42COKG6Q.wav,1.0,81.0,89.0,19.0,22.0,0.0,boussole,0
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,242.092354,247.092354,19.0,22.0,0.0,boussole,1
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,6.365864999999999,11.365865,19.0,22.0,0.0,boussole,1
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,121.0,129.0,19.0,22.0,0.0,bombyx,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,126.247339,131.247339,19.0,22.0,0.0,bombyx,1
DRMNPHG52SCRUC7JMFU5O5J4D3F3BXJ5CD5CMRY.wav,1.0,131.0,139.0,19.0,22.0,0.0,boussole,0
HFA6YTG4XLMK5B2SJKBZNH56W7NHO4O5572RZHY.wav,1.0,31.0,39.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,287.395932,292.395932,19.0,22.0,0.0,bombyx,1
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,127.691719,132.691719,19.0,22.0,0.0,boussole,1
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,116.0,124.0,19.0,22.0,0.0,bombyx,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,402.515685,407.515685,19.0,22.0,0.0,bombyx,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,276.0,284.0,19.0,22.0,0.0,boussole,0
ZMNRMKMB7NRX6T4TTYOAAMJ7CTI644R7XEBJSRA.wav,1.0,201.0,209.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,465.412238,470.412238,19.0,22.0,0.0,bombyx,1
AUNEEQPGG4YB3OVATFG4YWPL5CD4N4QZH5U4CPA.wav,1.0,251.0,259.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,256.0,264.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,484.757693,489.757693,19.0,22.0,0.0,bombyx,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,271.290603,276.290603,19.0,22.0,0.0,bombyx,1
ITTWLUWXMEJEO5GHLJXLI3HZLQZR6ZSW5HN65SA.wav,1.0,106.0,114.0,19.0,22.0,0.0,boussole,0
UPLNWDLYPFW3BL4ZE6MJFLXKQG5V7P4J2LYXHAQ.wav,1.0,71.0,79.0,19.0,22.0,0.0,boussole,0
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,191.0,199.0,19.0,22.0,0.0,bombyx,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,386.505653,391.505653,19.0,22.0,0.0,bombyx,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,584.248605,589.248605,19.0,22.0,0.0,bombyx,1
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,163.123069,168.123069,19.0,22.0,0.0,boussole,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,276.0,284.0,19.0,22.0,0.0,boussole,0
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,121.765102,126.765102,19.0,22.0,0.0,boussole,1
WDZAAQXUKGRGARDTNLQKILXYXJ5PPFVEITLOEYE4J7FMUZE65SFE5YHCPBYSGVSGZO6STAQ.wav,1.0,226.0,234.0,19.0,22.0,0.0,bombyx,0
AHIF64QC6ADXOZCJPQYV6I3DVBKGF7MAVVDDF3Q.wav,1.0,92.784767,97.784767,19.0,22.0,0.0,boussole,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,226.0,234.0,19.0,22.0,0.0,boussole,0
YJCP7G4BWYOF6GUNCFELKDGPVWBDMM4NGTSVM6P4ZUTGEWVAKGGKTNFMONHDSHEQ.wav,1.0,81.0,89.0,19.0,22.0,0.0,bombyx,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,241.0,249.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,142.447966,147.447966,19.0,22.0,0.0,bombyx,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,241.0,249.0,19.0,22.0,0.0,boussole,0
BAQH5DKGUYK6MUJ3F2CBAY5DZTQUTJVTEJ2C5GNVRJJLFTK3ERGZXFXHCJIUYNEP.wav,1.0,16.0,24.0,19.0,22.0,0.0,bombyx,0
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,298.16709,303.16709,19.0,22.0,0.0,bombyx,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,417.668036,422.668036,19.0,22.0,0.0,bombyx,1
ZEB62IQQPFIKJH4VYSVDODDMSZDTQ37D3GW4ZG7FFI76BRPYKQKB5PJCQWSYUM7H.wav,1.0,36.0,44.0,19.0,22.0,0.0,bombyx,0
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,231.0,239.0,19.0,22.0,0.0,bombyx,0
3DHOYUSJUJJ3N6M77LET2P66XWMDZC5BHFH4J5Q.wav,1.0,126.0,134.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,256.0,264.0,19.0,22.0,0.0,boussole,0
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,52.944717,57.944717,19.0,22.0,0.0,boussole,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,216.0,224.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,433.773366,438.773366,19.0,22.0,0.0,bombyx,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,541.84108,546.84108,19.0,22.0,0.0,bombyx,1
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,246.497592,251.497592,19.0,22.0,0.0,boussole,1
ESASKBMRKHGKACMRTUB4MZBEKQHUIPRMPC5JNSMCA3MVQC5E5JW6TAMWASRMUTYZ.wav,1.0,41.0,49.0,19.0,22.0,0.0,bombyx,0
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,266.006482,271.006482,19.0,22.0,0.0,boussole,1
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,178.442637,183.442637,19.0,22.0,0.0,boussole,1
QMSZDVJFAXUPSDLSCSS5WPD7E2UGNZQSAP4YWQRW3TUSFPNQXWOJPDKXC3M5THOE.wav,1.0,56.0,64.0,19.0,22.0,0.0,bombyx,0
AHIF64QC6ADXOZCJPQYV6I3DVBKGF7MAVVDDF3Q.wav,1.0,31.581345,36.581345,19.0,22.0,0.0,boussole,1
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,59.817171,64.817171,19.0,22.0,0.0,boussole,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,201.0,209.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,61.0,69.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,370.686217,375.686217,19.0,22.0,0.0,bombyx,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,286.0,294.0,19.0,22.0,0.0,boussole,0
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,263.909148,268.909148,19.0,22.0,0.0,boussole,1
2MVCCS47PYVMANDYSVVBZW65Z7R6QINK4LIONQA.wav,1.0,51.0,59.0,19.0,22.0,0.0,boussole,0
OP6P2Z3F6EDBAZWCEJ6SF6XHNG3VXQEZAGAV5LA.wav,1.0,1.0,9.0,19.0,22.0,0.0,boussole,0
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,106.0,114.0,19.0,22.0,0.0,bombyx,0
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,188.783412,193.783412,19.0,22.0,0.0,boussole,1
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,147.969232,152.969232,19.0,22.0,0.0,boussole,1
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,146.159831,151.159831,19.0,22.0,0.0,boussole,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,108.045457,113.045457,19.0,22.0,0.0,bombyx,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,136.0,144.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,206.0,214.0,19.0,22.0,0.0,boussole,0
N3FM37YGEHEYPNFXO6Z5VOXWCLS75FHAWUJUO2ZFRKXZHRWWGHS6DNKWWK3K6KILQLEYQ7I.wav,1.0,236.0,244.0,19.0,22.0,0.0,bombyx,0
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,117.429138,122.429138,19.0,22.0,0.0,boussole,1
LYSL3PVEJTKQL55AHXPIKPMWFGSFVZUX743OTJY2O4R5QI4TUBGKI5IQRSDGVTDF.wav,1.0,246.0,254.0,19.0,22.0,0.0,bombyx,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,251.0,259.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,246.0,254.0,19.0,22.0,0.0,boussole,0
IZP65IA3XS6WIFNPJK4A4WQQ72QSJQZPP26Y2YY.wav,1.0,141.0,149.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,355.152674,360.152674,19.0,22.0,0.0,bombyx,1
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,280.250953,285.250953,19.0,22.0,0.0,bombyx,1
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,276.0,284.0,19.0,22.0,0.0,bombyx,0
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,314.844346,319.844346,19.0,22.0,0.0,bombyx,1
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,281.688824,286.688824,19.0,22.0,0.0,boussole,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,1.0,9.0,19.0,22.0,0.0,boussole,0
NFWXDBULA6VJN3QI3OAISXTPSRRBQDGHZ65Y6XY.wav,1.0,41.0,49.0,19.0,22.0,0.0,boussole,0
3EYZFAJMAKFULB5IF2ZIWWEZS37TIRM7Y2MECKY.wav,1.0,21.0,29.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,281.0,289.0,19.0,22.0,0.0,boussole,0
4UTK36WJYZIZL6OCPP4MUNQKH7BJKGSE2YSM3QY.wav,1.0,31.0,39.0,19.0,22.0,0.0,boussole,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,91.0,99.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,92.321319,97.321319,19.0,22.0,0.0,bombyx,1
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,198.939445,203.939445,19.0,22.0,0.0,boussole,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,236.0,244.0,19.0,22.0,0.0,boussole,0
3DHOYUSJUJJ3N6M77LET2P66XWMDZC5BHFH4J5Q.wav,1.0,116.0,124.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,251.0,259.0,19.0,22.0,0.0,boussole,0
LYSL3PVEJTKQL55AHXPIKPMWFGSFVZUX743OTJY2O4R5QI4TUBGKI5IQRSDGVTDF.wav,1.0,66.0,74.0,19.0,22.0,0.0,bombyx,0
7D4PNXV5NDIZCMPWR3MNT4MPXHNOOXVJMKJI63OWP2ZZRTYHFA25FBT7F6OTEDMQ.wav,1.0,211.0,219.0,19.0,22.0,0.0,bombyx,0
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,126.0,134.0,19.0,22.0,0.0,bombyx,0
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,230.164326,235.164326,19.0,22.0,0.0,boussole,1
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,210.722851,215.722851,19.0,22.0,0.0,boussole,1
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,190.720505,195.720505,19.0,22.0,0.0,boussole,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,321.512548,326.512548,19.0,22.0,0.0,bombyx,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,42.861757,47.861757,19.0,22.0,0.0,bombyx,1
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,281.0,289.0,19.0,22.0,0.0,bombyx,0
AHIF64QC6ADXOZCJPQYV6I3DVBKGF7MAVVDDF3Q.wav,1.0,156.943495,161.943495,19.0,22.0,0.0,boussole,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,221.0,229.0,19.0,22.0,0.0,boussole,0
N3FM37YGEHEYPNFXO6Z5VOXWCLS75FHAWUJUO2ZFRKXZHRWWGHS6DNKWWK3K6KILQLEYQ7I.wav,1.0,1.0,9.0,19.0,22.0,0.0,bombyx,0
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,182.87577,187.87577,19.0,22.0,0.0,boussole,1
6BTLHZREEUIR67VV2OQDZUX2TFZHMAKBWZULFOI.wav,1.0,86.0,94.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,256.0,264.0,19.0,22.0,0.0,boussole,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,261.0,269.0,19.0,22.0,0.0,boussole,0
3W32GCV3BZTVRP7XQNAILUSCHY6P7PKIETAT3JEIEMYC22EE4OYJ55LCQMHJFMMS.wav,1.0,126.0,134.0,19.0,22.0,0.0,bombyx,0
NFWXDBULA6VJN3QI3OAISXTPSRRBQDGHZ65Y6XY.wav,1.0,16.0,24.0,19.0,22.0,0.0,boussole,0
Z2HVWGCQNQPKV3QWIKRNO4S6JMAHM4LVD4KCT7I.wav,1.0,31.0,39.0,19.0,22.0,0.0,boussole,0
N3FM37YGEHEYPNFXO6Z5VOXWCLS75FHAWUJUO2ZFRKXZHRWWGHS6DNKWWK3K6KILQLEYQ7I.wav,1.0,101.0,109.0,19.0,22.0,0.0,bombyx,0
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,141.0,149.0,19.0,22.0,0.0,bombyx,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,101.0,109.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,261.0,269.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,449.402206,454.402206,19.0,22.0,0.0,bombyx,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,226.0,234.0,19.0,22.0,0.0,boussole,0
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,89.400037,94.400037,19.0,22.0,0.0,boussole,1
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,230.065796,235.065796,19.0,22.0,0.0,boussole,1
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,39.541358,44.541358,19.0,22.0,0.0,boussole,1
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,39.526684,44.526684,19.0,22.0,0.0,bombyx,1
3DHOYUSJUJJ3N6M77LET2P66XWMDZC5BHFH4J5Q.wav,1.0,16.0,24.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,223.641699,228.641699,19.0,22.0,0.0,bombyx,1
HCFUIMOZPUZ3L4KA74Q6726IXA64RQWCONOKMFY.wav,1.0,61.0,69.0,19.0,22.0,0.0,boussole,0
Z2HVWGCQNQPKV3QWIKRNO4S6JMAHM4LVD4KCT7I.wav,1.0,51.0,59.0,19.0,22.0,0.0,boussole,0
